[16:0],[16:1],[16:2],[16:3],[16:4],[16:5],[16:6],[2:99],[2:102],[2:105],[2:108],[2:111],[2:114],[2:117],[11:1],[11:3],[11:5],[11:7],[11:9],[11:11],[0:81]
28876,18011.5,12434,8908,6385,5263,4587.5,12025.6,13952.6,12649.7,11276.4,11326.9,9384.52,7029.05,2126.07,3731.19,2794.15,2371.59,2515.58,3247.72,3.93546
28875.9,18011.5,12433.8,8907.85,6384.95,5262.4,4588.1,12025.6,13952.6,12649.7,11276.4,11326.9,9384.52,7029.05,2120.92,3729.01,2788.26,2375.56,2515.09,3251.4,3.93546
28875,18011.5,12432,8906.5,6384.5,5257,4593.5,12036.6,13937.3,12623.3,11285.2,11276.4,9377.93,6919.19,2116.5,3724.26,2784.82,2376.52,2528.83,3254.1,3.936
28875,18011.5,12432,8906.5,6384.5,5257,4593.5,12036.6,13937.3,12623.3,11285.2,11276.4,9377.93,6919.19,2115.52,3721.51,2781.39,2381.78,2532.27,3244.77,3.936
28875,18011.5,12432,8906.5,6384.5,5257,4593.5,12036.6,13937.3,12623.3,11285.2,11276.4,9377.93,6919.19,2114.29,3718.51,2778.93,2388.69,2530.8,3236.43,3.936
28875,18011.5,12432,8906.5,6384.5,5257,4593.5,12036.6,13937.3,12623.3,11285.2,11276.4,9377.93,6919.19,2112.82,3719.56,2775.99,2390.94,2527.36,3232.99,3.936
28875.1,18011.3,12432.4,8906.5,6384.5,5256.7,4594,12036.6,13937.3,12623.3,11285.2,11276.4,9377.93,6919.19,2105.7,3717.92,2777.46,2393.65,2517.54,3231.77,3.936
28875.5,18009,12436,8906.5,6384.5,5254,4598.5,12038.8,13928.5,12599.1,11296.1,11298.3,9347.17,6934.57,2106.19,3713.27,2778.93,2394.38,2511.16,3248.7,3.936
28875.5,18009,12436,8906.5,6384.5,5254,4598.5,12038.8,13928.5,12599.1,11296.1,11298.3,9347.17,6934.57,2104.47,3708.33,2777.46,2395.07,2515.09,3255.08,3.936
28875.5,18009,12436,8906.5,6384.5,5254,4598.5,12038.8,13928.5,12599.1,11296.1,11298.3,9347.17,6934.57,2099.81,3707.5,2776.48,2396.84,2526.38,3257.54,3.936
28875.5,18009,12436,8906.5,6384.5,5254,4598.5,12038.8,13928.5,12599.1,11296.1,11298.3,9347.17,6934.57,2096.62,3704.39,2774.52,2400.65,2535.22,3239.86,3.936
28875.6,18009.2,12436.4,8906.4,6384.45,5253.55,4598.9,12038.8,13928.5,12599.1,11296.1,11298.3,9347.17,6934.57,2096.13,3702,2777.46,2400.28,2535.71,3237.9,3.936
28876.5,18011,12440,8905.5,6384,5249.5,4602.5,12069.6,13886.7,12594.7,11285.2,11340.1,9448.24,6947.75,2096.62,3700.32,2777.46,2401.39,2531.04,3253.12,3.9327
28876.5,18011,12440,8905.5,6384,5249.5,4602.5,12069.6,13886.7,12594.7,11285.2,11340.1,9448.24,6947.75,2095.15,3699.36,2782.37,2390.06,2531.53,3255.82,3.9327
28876.5,18011,12440,8905.5,6384,5249.5,4602.5,12069.6,13886.7,12594.7,11285.2,11340.1,9448.24,6947.75,2094.41,3699.08,2784.33,2386.67,2536.69,3263.43,3.9327
28876.5,18011,12440,8905.5,6384,5249.5,4602.5,12069.6,13886.7,12594.7,11285.2,11340.1,9448.24,6947.75,2089.99,3700.78,2788.26,2386.83,2544.05,3249.68,3.9327
28876.4,18011.6,12439.5,8905.95,6383.85,5249.15,4602.55,12069.6,13886.7,12594.7,11285.2,11340.1,9448.24,6947.75,2082.38,3701.68,2795.13,2390.61,2548.22,3252.38,3.9327
28875.5,18016.5,12434.5,8910,6382.5,5246,4603,12069.6,13851.6,12607.9,11276.4,11322.5,9496.58,6954.35,2078.46,3704.28,2796.61,2389.35,2547.98,3267.35,3.93259
28875.5,18016.5,12434.5,8910,6382.5,5246,4603,12069.6,13851.6,12607.9,11276.4,11322.5,9496.58,6954.35,2080.42,3705.39,2802.01,2392.79,2553.87,3269.56,3.93259
28875.5,18016.5,12434.5,8910,6382.5,5246,4603,12069.6,13851.6,12607.9,11276.4,11322.5,9496.58,6954.35,2087.29,3708.57,2800.53,2392.74,2552.4,3263.43,3.93259
28875.5,18016.5,12434.5,8910,6382.5,5246,4603,12069.6,13851.6,12607.9,11276.4,11322.5,9496.58,6954.35,2085.82,3709.17,2807.41,2390.91,2547.24,3259.5,3.93259
28875.6,18016.3,12434.5,8909.9,6382.7,5245.8,4603.55,12069.6,13851.6,12607.9,11276.4,11322.5,9496.58,6954.35,2081.4,3708.55,2801.51,2392.37,2549.94,3267.6,3.93259
28876.5,18014.5,12435,8909,6384.5,5244,4608.5,12063,13831.8,12596.9,11252.2,11287.4,9492.19,6987.3,2082.88,3706.8,2802.5,2398.46,2549.94,3263.67,3.93306
28876.5,18014.5,12435,8909,6384.5,5244,4608.5,12063,13831.8,12596.9,11252.2,11287.4,9492.19,6987.3,2083.86,3707.49,2794.15,2397.75,2554.6,3247.23,3.93306
28876.5,18014.5,12435,8909,6384.5,5244,4608.5,12063,13831.8,12596.9,11252.2,11287.4,9492.19,6987.3,2081.4,3707.02,2794.15,2393.42,2558.78,3243.55,3.93306
28876.5,18014.5,12435,8909,6384.5,5244,4608.5,12063,13831.8,12596.9,11252.2,11287.4,9492.19,6987.3,2080.91,3708.3,2790.72,2393.58,2554.11,3244.28,3.93306
28876.3,18014.8,12435.3,8909.25,6384.65,5243.45,4608,12063,13831.8,12596.9,11252.2,11287.4,9492.19,6987.3,2081.89,3707.03,2785.32,2398.91,2549.21,3250.91,3.93306
28874.5,18018,12437.5,8911.5,6386,5238.5,4603.5,12071.8,13814.2,12588.1,11243.4,11351.1,9489.99,7009.28,2082.38,3708.69,2783.84,2401.49,2542.33,3240.36,3.93361
28874.5,18018,12437.5,8911.5,6386,5238.5,4603.5,12071.8,13814.2,12588.1,11243.4,11351.1,9489.99,7009.28,2082.88,3708.17,2781.88,2401.24,2541.84,3230.78,3.93361
28874.5,18018,12437.5,8911.5,6386,5238.5,4603.5,12071.8,13814.2,12588.1,11243.4,11351.1,9489.99,7009.28,2078.95,3712.08,2778.44,2397.07,2553.38,3226.37,3.93361
28874.5,18018,12437.5,8911.5,6386,5238.5,4603.5,12071.8,13814.2,12588.1,11243.4,11351.1,9489.99,7009.28,2077.48,3709.96,2780.41,2398.77,2563.93,3239.37,3.93361
28874.6,18018.2,12437.7,8911.35,6385.45,5238.1,4603.7,12071.8,13814.2,12588.1,11243.4,11351.1,9489.99,7009.28,2082.88,3710.96,2781.39,2402.3,2558.53,3260.48,3.93361
28875,18020,12439,8910,6380.5,5234.5,4605.5,12087.2,13825.2,12572.8,11278.6,11377.4,9509.77,6978.52,2086.31,3707.86,2777.95,2401.79,2546.26,3265.64,3.93531
28875,18020,12439,8910,6380.5,5234.5,4605.5,12087.2,13825.2,12572.8,11278.6,11377.4,9509.77,6978.52,2087.78,3707.39,2775.01,2399.2,2532.52,3247.23,3.93531
28875,18020,12439,8910,6380.5,5234.5,4605.5,12087.2,13825.2,12572.8,11278.6,11377.4,9509.77,6978.52,2092.2,3710.08,2774.52,2399.9,2529.08,3237.9,3.93531
28875,18020,12439,8910,6380.5,5234.5,4605.5,12087.2,13825.2,12572.8,11278.6,11377.4,9509.77,6978.52,2093.67,3713.48,2772.06,2401.88,2530.06,3257.05,3.93531
28875.1,18019.4,12438.3,8909.75,6380.2,5234.15,4605.75,12087.2,13825.2,12572.8,11278.6,11377.4,9509.77,6978.52,2093.18,3712.23,2771.82,2403.11,2537.92,3273.24,3.93531
28876,18014.5,12432.5,8907.5,6377.5,5231,4608,12093.8,13829.6,12590.3,11252.2,11302.7,9544.92,6941.16,2096.62,3710.74,2773.04,2401.74,2544.79,3265.88,3.93711
28876,18014.5,12432.5,8907.5,6377.5,5231,4608,12093.8,13829.6,12590.3,11252.2,11302.7,9544.92,6941.16,2099.07,3706.67,2767.64,2400.56,2548.71,3267.84,3.93711
28876,18014.5,12432.5,8907.5,6377.5,5231,4608,12093.8,13829.6,12590.3,11252.2,11302.7,9544.92,6941.16,2100.55,3706.93,2766.17,2406.4,2546.26,3262.2,3.93711
28876,18014.5,12432.5,8907.5,6377.5,5231,4608,12093.8,13829.6,12590.3,11252.2,11302.7,9544.92,6941.16,2099.56,3707.09,2769.12,2407.26,2548.22,3261.46,3.93711
28875.8,18015,12432.7,8907.6,6377.75,5230.65,4608.4,12093.8,13829.6,12590.3,11252.2,11302.7,9544.92,6941.16,2101.04,3708.5,2766.17,2409.18,2552.15,3270.3,3.93711
28874.5,18019.5,12434,8908.5,6380,5227.5,4612,12126.7,13869.1,12579.3,11254.4,11344.5,9505.37,6938.96,2099.56,3706.26,2766.66,2411.35,2557.55,3271.77,3.93839
28874.5,18019.5,12434,8908.5,6380,5227.5,4612,12126.7,13869.1,12579.3,11254.4,11344.5,9505.37,6938.96,2105.95,3705.17,2773.53,2410.2,2561.97,3266.62,3.93839
28874.5,18019.5,12434,8908.5,6380,5227.5,4612,12126.7,13869.1,12579.3,11254.4,11344.5,9505.37,6938.96,2105.95,3705.61,2771.33,2408.23,2565.4,3264.16,3.93839
28874.5,18019.5,12434,8908.5,6380,5227.5,4612,12126.7,13869.1,12579.3,11254.4,11344.5,9505.37,6938.96,2107.91,3706.97,2768.14,2410.55,2561.97,3272.26,3.93839
28874.6,18018.5,12434.2,8908.75,6380.3,5227.55,4612,12126.7,13869.1,12579.3,11254.4,11344.5,9505.37,6938.96,2115.76,3705.96,2775.99,2413.78,2557.55,3263.43,3.93839
28875.5,18009.5,12436,8911,6383,5228,4612,12131.1,13897.7,12570.6,11252.2,11395,9496.58,6923.58,2123.13,3705.88,2774.27,2408.49,2556.57,3246.25,3.93905
28875.5,18009.5,12436,8911,6383,5228,4612,12131.1,13897.7,12570.6,11252.2,11395,9496.58,6923.58,2133.93,3702.17,2768.87,2411.71,2554.11,3243.79,3.93905
28875.5,18009.5,12436,8911,6383,5228,4612,12131.1,13897.7,12570.6,11252.2,11395,9496.58,6923.58,2131.96,3701.58,2769.85,2413.33,2558.53,3247.72,3.93905
28875.5,18009.5,12436,8911,6383,5228,4612,12131.1,13897.7,12570.6,11252.2,11395,9496.58,6923.58,2130,3700.35,2771.57,2411.91,2561.48,3258.76,3.93905
28875.6,18010.1,12435.8,8910.9,6383,5227.75,4612.25,12131.1,13897.7,12570.6,11252.2,11395,9496.58,6923.58,2131.23,3699.84,2770.83,2409.22,2557.06,3240.36,3.93905
28876,18015,12433.5,8910,6383,5225.5,4614.5,12131.1,13888.9,12566.2,11236.8,11368.7,9584.47,6879.64,2131.47,3697.71,2769.36,2409.43,2550.68,3234.47,3.93925
28876,18015,12433.5,8910,6383,5225.5,4614.5,12131.1,13888.9,12566.2,11236.8,11368.7,9584.47,6879.64,2126.56,3699.63,2769.85,2408.75,2544.3,3232.01,3.93925
28876,18015,12433.5,8910,6383,5225.5,4614.5,12131.1,13888.9,12566.2,11236.8,11368.7,9584.47,6879.64,2126.56,3695.92,2765.44,2414.08,2529.57,3232.75,3.93925
28876,18015,12433.5,8910,6383,5225.5,4614.5,12131.1,13888.9,12566.2,11236.8,11368.7,9584.47,6879.64,2130,3692.77,2764.45,2419.76,2534.97,3246.74,3.93925
28876.1,18014.3,12433.8,8910.2,6382.8,5225.1,4614.85,12131.1,13888.9,12566.2,11236.8,11368.7,9584.47,6879.64,2132.94,3690.67,2764.94,2419.96,2544.79,3266.62,3.93925
28877,18008.5,12436,8912,6381,5221.5,4618,12133.3,13910.9,12583.7,11250,11322.5,9542.72,6853.27,2136.87,3690.82,2761.51,2420.17,2546.75,3265.64,3.94273
28877,18008.5,12436,8912,6381,5221.5,4618,12133.3,13910.9,12583.7,11250,11322.5,9542.72,6853.27,2143.5,3688.79,2759.3,2423.1,2550.68,3235.94,3.94273
28877,18008.5,12436,8912,6381,5221.5,4618,12133.3,13910.9,12583.7,11250,11322.5,9542.72,6853.27,2140.8,3689.54,2760.04,2421.38,2540.37,3236.18,3.94273
28877,18008.5,12436,8912,6381,5221.5,4618,12133.3,13910.9,12583.7,11250,11322.5,9542.72,6853.27,2145.71,3687.21,2761.51,2419.68,2536.93,3253.85,3.94273
28876.9,18008.8,12435.5,8912.1,6381.1,5221.6,4618.5,12133.3,13910.9,12583.7,11250,11322.5,9542.72,6853.27,2141.53,3682.57,2761.02,2417.59,2534.97,3255.57,3.94273
28876.5,18011,12431,8913,6382,5222.5,4623,12137.7,13882.3,12603.5,11239,11362.1,9470.21,6844.48,2140.8,3680.49,2762,2416.25,2540.37,3254.1,3.9426
28876.5,18011,12431,8913,6382,5222.5,4623,12137.7,13882.3,12603.5,11239,11362.1,9470.21,6844.48,2132.45,3681.76,2762,2420.5,2544.79,3234.71,3.9426
28876.5,18011,12431,8913,6382,5222.5,4623,12137.7,13882.3,12603.5,11239,11362.1,9470.21,6844.48,2131.72,3679.68,2768.63,2421.2,2546.75,3247.23,3.9426
28876.5,18011,12431,8913,6382,5222.5,4623,12137.7,13882.3,12603.5,11239,11362.1,9470.21,6844.48,2130.98,3677.79,2771.33,2418.2,2550.68,3259.5,3.9426
28876.3,18011.7,12430.8,8912.9,6381.8,5222.35,4623.3,12137.7,13882.3,12603.5,11239,11362.1,9470.21,6844.48,2126.56,3675.13,2778.93,2412.76,2545.28,3251.89,3.9426
28874,18018,12429.5,8912,6380,5221,4626,12122.3,13856,12634.3,11225.8,11395,9518.55,6818.12,2126.32,3673.78,2780.65,2411.05,2551.66,3238.64,3.94081
28874,18018,12429.5,8912,6380,5221,4626,12122.3,13856,12634.3,11225.8,11395,9518.55,6818.12,2126.07,3672.3,2785.07,2412.66,2562.95,3244.53,3.94081
28874,18018,12429.5,8912,6380,5221,4626,12122.3,13856,12634.3,11225.8,11395,9518.55,6818.12,2130.74,3674.63,2785.56,2411.57,2575.22,3258.27,3.94081
28874,18018,12429.5,8912,6380,5221,4626,12122.3,13856,12634.3,11225.8,11395,9518.55,6818.12,2129.26,3671.54,2789.98,2406.83,2582.09,3243.3,3.94081
28874.2,18017.8,12429.7,8911.95,6379.65,5220.8,4626.2,12122.3,13856,12634.3,11225.8,11395,9518.55,6818.12,2126.07,3668.72,2787.28,2408.78,2573.99,3227.84,3.94081
28875.5,18016,12431,8911.5,6376.5,5219,4628,12115.7,13849.4,12682.6,11206.1,11346.7,9562.5,6811.52,2123.13,3666.37,2786.3,2412.29,2568.84,3230.78,3.93952
28875.5,18016,12431,8911.5,6376.5,5219,4628,12115.7,13849.4,12682.6,11206.1,11346.7,9562.5,6811.52,2117.73,3663.8,2785.81,2411.68,2563.93,3232.5,3.93952
28875.5,18016,12431,8911.5,6376.5,5219,4628,12115.7,13849.4,12682.6,11206.1,11346.7,9562.5,6811.52,2117.73,3662.97,2783.6,2408.72,2566.39,3242.32,3.93952
28875.5,18016,12431,8911.5,6376.5,5219,4628,12115.7,13849.4,12682.6,11206.1,11346.7,9562.5,6811.52,2114.05,3663.68,2777.46,2411.8,2576.2,3223.91,3.93952
28875.5,18016.4,12430,8911.9,6376.85,5219,4628.65,12115.7,13849.4,12682.6,11206.1,11346.7,9562.5,6811.52,2112.33,3662.61,2776.23,2415.18,2581.6,3223.18,3.93952
28875.5,18020.5,12421.5,8915.5,6380,5219,4634.5,12098.1,13827.4,12700.2,11192.9,11320.3,9558.11,6851.07,2105.95,3663.14,2771.33,2419.96,2580.13,3220.48,3.93406
28875.5,18020.5,12421.5,8915.5,6380,5219,4634.5,12098.1,13827.4,12700.2,11192.9,11320.3,9558.11,6851.07,2105.95,3662,2768.63,2416.45,2576.2,3228.57,3.93406
28875.5,18020.5,12421.5,8915.5,6380,5219,4634.5,12098.1,13827.4,12700.2,11192.9,11320.3,9558.11,6851.07,2103.98,3663.36,2766.17,2415.62,2568.84,3231.77,3.93406
28875.5,18020.5,12421.5,8915.5,6380,5219,4634.5,12098.1,13827.4,12700.2,11192.9,11320.3,9558.11,6851.07,2104.96,3667.04,2761.26,2419.31,2561.97,3250.91,3.93406
28875.6,18020.3,12421.5,8915.3,6380.1,5218.65,4634.8,12098.1,13827.4,12700.2,11192.9,11320.3,9558.11,6851.07,2108.16,3665.54,2760.04,2421.26,2561.48,3251.65,3.93406
28876,18019,12422,8913.5,6381,5215.5,4637.5,12100.3,13820.8,12731,11234.6,11357.7,9580.08,6888.43,2098.83,3659.99,2759.3,2422.93,2562.21,3229.56,3.93344
28876,18019,12422,8913.5,6381,5215.5,4637.5,12100.3,13820.8,12731,11234.6,11357.7,9580.08,6888.43,2094.17,3657.85,2757.34,2425.78,2565.9,3235.94,3.93344
28876,18019,12422,8913.5,6381,5215.5,4637.5,12100.3,13820.8,12731,11234.6,11357.7,9580.08,6888.43,2091.47,3659.3,2756.11,2420.07,2567.61,3252.14,3.93344
28876,18019,12422,8913.5,6381,5215.5,4637.5,12100.3,13820.8,12731,11234.6,11357.7,9580.08,6888.43,2091.71,3660.34,2755.13,2416.46,2562.95,3257.05,3.93344
28876.1,18019.4,12422,8913.2,6380.9,5215.55,4637.6,12100.3,13820.8,12731,11234.6,11357.7,9580.08,6888.43,2085.33,3658.02,2751.45,2414.44,2556.08,3260.48,3.93344
28877,18023.5,12422,8910.5,6380,5216,4638.5,12100.3,13772.5,12704.6,11250,11388.4,9610.84,6835.69,2086.31,3660.47,2751.94,2411.89,2547.73,3250.17,3.93293
28877,18023.5,12422,8910.5,6380,5216,4638.5,12100.3,13772.5,12704.6,11250,11388.4,9610.84,6835.69,2092.45,3659.91,2750.95,2404.36,2549.94,3271.28,3.93293
28877,18023.5,12422,8910.5,6380,5216,4638.5,12100.3,13772.5,12704.6,11250,11388.4,9610.84,6835.69,2092.45,3657.79,2752.92,2404.98,2555.83,3262.45,3.93293
28877,18023.5,12422,8910.5,6380,5216,4638.5,12100.3,13772.5,12704.6,11250,11388.4,9610.84,6835.69,2094.9,3658.05,2753.65,2409.66,2558.78,3267.35,3.93293
28876.8,18023.3,12422.1,8910.3,6379.85,5216,4638.9,12100.3,13772.5,12704.6,11250,11388.4,9610.84,6835.69,2091.47,3656.68,2751.94,2414.13,2556.81,3253.61,3.93293
28875.5,18021.5,12423,8908.5,6378.5,5216,4642.5,12128.9,13748.3,12682.6,11236.8,11373,9635.01,6793.95,2089.75,3655.77,2757.09,2422.01,2555.34,3269.81,3.93306
28875.5,18021.5,12423,8908.5,6378.5,5216,4642.5,12128.9,13748.3,12682.6,11236.8,11373,9635.01,6793.95,2088.52,3655.46,2756.35,2421.14,2556.08,3271.77,3.93306
28875.5,18021.5,12423,8908.5,6378.5,5216,4642.5,12128.9,13748.3,12682.6,11236.8,11373,9635.01,6793.95,2088.03,3655.42,2757.58,2420.54,2565.4,3246.74,3.93306
28875.5,18021.5,12423,8908.5,6378.5,5216,4642.5,12128.9,13748.3,12682.6,11236.8,11373,9635.01,6793.95,2084.84,3654.45,2759.79,2420.5,2582.58,3238.88,3.93306
28875.5,18022.4,12423.1,8909.15,6378.95,5215.85,4643.3,12128.9,13748.3,12682.6,11236.8,11373,9635.01,6793.95,2086.07,3650.44,2763.72,2423.72,2592.65,3247.72,3.93306
28875.5,18030.5,12424,8915,6383,5214.5,4650.5,12124.5,13695.6,12625.5,11219.2,11353.3,9593.26,6765.38,2091.71,3652.5,2761.51,2421.32,2592.16,3245.26,3.93347
28875.5,18030.5,12424,8915,6383,5214.5,4650.5,12124.5,13695.6,12625.5,11219.2,11353.3,9593.26,6765.38,2092.94,3652.76,2762,2418.32,2586.51,3245.76,3.93347
28875.5,18030.5,12424,8915,6383,5214.5,4650.5,12124.5,13695.6,12625.5,11219.2,11353.3,9593.26,6765.38,2096.13,3654.61,2763.96,2419.15,2580.87,3229.56,3.93347
28875.5,18030.5,12424,8915,6383,5214.5,4650.5,12124.5,13695.6,12625.5,11219.2,11353.3,9593.26,6765.38,2099.81,3653.96,2763.72,2423.52,2587.49,3232.5,3.93347
28875.6,18030.4,12424.4,8915.05,6382.95,5214.55,4650.8,12124.5,13695.6,12625.5,11219.2,11353.3,9593.26,6765.38,2103,3652.78,2766.42,2424.36,2594.86,3224.65,3.93347
28876,18030,12428,8915.5,6382.5,5215,4653.5,12139.9,13710.9,12566.2,11199.5,11414.8,9599.85,6760.99,2102.76,3653.25,2762.49,2423.24,2602.22,3237.41,3.93438
28876,18030,12428,8915.5,6382.5,5215,4653.5,12139.9,13710.9,12566.2,11199.5,11414.8,9599.85,6760.99,2097.11,3654.46,2760.28,2422.04,2600.99,3244.77,3.93438
28876,18030,12428,8915.5,6382.5,5215,4653.5,12139.9,13710.9,12566.2,11199.5,11414.8,9599.85,6760.99,2097.85,3650.39,2764.45,2424.16,2592.65,3257.05,3.93438
28876,18030,12428,8915.5,6382.5,5215,4653.5,12139.9,13710.9,12566.2,11199.5,11414.8,9599.85,6760.99,2096.13,3650.08,2764.7,2423.59,2584.79,3248.7,3.93438
28876.1,18030,12428.5,8915.05,6382.15,5214.95,4653.75,12139.9,13710.9,12566.2,11199.5,11414.8,9599.85,6760.99,2102.51,3648.85,2762.49,2422.7,2579.39,3225.63,3.93438
28877,18030,12433,8911,6379,5214.5,4656,12153.1,13732.9,12550.8,11243.4,11353.3,9639.4,6734.62,2103.98,3647.97,2763.47,2424.2,2585.04,3239.37,3.93682
28877,18030,12433,8911,6379,5214.5,4656,12153.1,13732.9,12550.8,11243.4,11353.3,9639.4,6734.62,2105.95,3649.41,2758.07,2424.95,2588.72,3259.99,3.93682
28877,18030,12433,8911,6379,5214.5,4656,12153.1,13732.9,12550.8,11243.4,11353.3,9639.4,6734.62,2111.84,3649.96,2758.07,2428.76,2588.97,3257.05,3.93682
28877,18030,12433,8911,6379,5214.5,4656,12153.1,13732.9,12550.8,11243.4,11353.3,9639.4,6734.62,2113.8,3647.8,2762.24,2428.56,2578.17,3250.17,3.93682
28876.9,18029.4,12433,8910.85,6379.25,5214.75,4656.2,12153.1,13732.9,12550.8,11243.4,11353.3,9639.4,6734.62,2116.5,3650.6,2761.75,2430.05,2566.63,3245.26,3.93682
28876,18024.5,12433.5,8909.5,6381.5,5217,4658,12109.1,13770.3,12524.4,11214.8,11258.8,9566.89,6688.48,2114.05,3650.82,2760.04,2433.6,2560.99,3264.41,3.93915
28876,18024.5,12433.5,8909.5,6381.5,5217,4658,12109.1,13770.3,12524.4,11214.8,11258.8,9566.89,6688.48,2115.52,3650.89,2765.19,2436.78,2566.63,3260.48,3.93915
28876,18024.5,12433.5,8909.5,6381.5,5217,4658,12109.1,13770.3,12524.4,11214.8,11258.8,9566.89,6688.48,2115.76,3651.98,2768.63,2441.22,2570.8,3256.55,3.93915
28876,18024.5,12433.5,8909.5,6381.5,5217,4658,12109.1,13770.3,12524.4,11214.8,11258.8,9566.89,6688.48,2117.24,3652.13,2768.63,2442.48,2570.31,3246.74,3.93915
28876.1,18024.8,12433,8910,6381.9,5216.9,4658.65,12109.1,13770.3,12524.4,11214.8,11258.8,9566.89,6688.48,2118.22,3653.98,2769.61,2442.85,2563.69,3253.12,3.93915
28877,18028,12429,8914.5,6385.5,5216,4664.5,12071.8,13792.2,12583.7,11208.3,11329.1,9507.57,6688.48,2115.03,3654.28,2773.53,2444.57,2554.85,3258.03,3.94078
28877,18028,12429,8914.5,6385.5,5216,4664.5,12071.8,13792.2,12583.7,11208.3,11329.1,9507.57,6688.48,2117.48,3653.32,2774.52,2445.55,2550.68,3230.54,3.94078
